06/08/20,43.5696,-76.1163,13118,0,65,44
06/01/20,43.1111,-76.1038,13118,0,67,46
06/02/20,43.1111,-76.1038,13118,0.3,68,55
06/03/20,43.1111,-76.1038,13118,0,76,58
06/04/20,43.1111,-76.1038,13118,0,88,57
06/05/20,43.1111,-76.1038,13118,0,88,70
06/06/20,43.1111,-76.1038,13118,0,79,58
06/07/20,43.1111,-76.1038,13142,0,70,52
06/08/20,43.1111,-76.1038,13142,0,74,48
06/01/20,43.4361,-75.3697,13142,0,52,36
06/02/20,43.4361,-75.3697,13142,0,59,39
06/03/20,43.4361,-75.3697,13142,0.07,56,49
06/04/20,43.4361,-75.3697,13142,0.01,67,52
06/05/20,43.4361,-75.3697,13142,0,80,55
06/06/20,43.4361,-75.3697,13142,0.06,82,61
06/07/20,43.4361,-75.3697,13148,0.01,75,48
06/08/20,43.4361,-75.3697,13148,0,66,44
06/01/20,43.3305,-75.8416,13148,0,57,37
06/02/20,43.3305,-75.8416,13148,0,63,43
06/03/20,43.3305,-75.8416,13148,0.14,65,48
06/04/20,43.3305,-75.8416,13148,0.1,72,49
06/05/20,43.3305,-75.8416,13148,0,84,51
06/06/20,43.3305,-75.8416,13148,0.03,85,60
06/07/20,43.3305,-75.8416,13326,0,75,50
06/08/20,43.3305,-75.8416,13326,0,68,40
06/01/20,43.60514,-75.55438,13326,0,51,33
06/02/20,43.60514,-75.55438,13326,0,60,32
06/03/20,43.60514,-75.55438,13326,0.09,58,48
06/04/20,43.60514,-75.55438,13326,0.1,66,46
06/05/20,43.60514,-75.55438,13326,0,79,46
06/06/20,43.60514,-75.55438,13326,0.06,83,58
